年级,院系名称,院系号,专业名称,修读类型,方案名称,方案计划号,课程总门数,课程总学分,要求总学分,课程总学时,学制类型,学科目录,主要课程
2021,经济学院,102,国民经济管理,主修,国民经济管理培养方案,9085,77,173,160,3082,本科（四年制）,经济学,政治经济学、微观经济学、宏观经济学、金融学、财政学、会计学、统计学、计量经济学、国民经济管理、人力资源管理、区域经济学、产业经济学、国民经济核算、财务管理、发展经济学、宏观经济分析模型与方法、证券投资学、管理学、运筹学等。
2021,经济学院,102,金融工程,主修,金融工程培养方案,9093,70,165,160,2964,本科（四年制）,经济学,金融经济学、金融工程学、公司金融学、证券投资学、金融风险管理、金融计量学、国际金融学（全英文）、金融随机过程、金融资产定价、金融工程实验、固定收益证券、金融数学、行为金融学、投资银行理论与实务、财务报表分析、金融大数据、金融工程理论前沿
2021,经济学院,102,经济学类,主修,经济学类培养方案,8977,40,86,160,1556,本科（四年制）,经济学,
2021,经济学院,102,金融学类,主修,金融学类培养方案,8997,35,83,160,1508,本科（四年制）,经济学,
2021,经济学院,102,金融学（双学位）,辅修,金融学（双学位）培养方案,8972,18,67,70,1093,双学位（二年半制）,,
2021,经济学院,102,金融工程（双学位）,辅修,金融工程（双学位）培养方案,9047,17,64,64,1048,双学位（二年半制）,,
2021,法学院,103,法学,主修,法学培养方案,9094,158,323,165,5416,本科（四年制）,法学,法理学、中国法律史、宪法、行政法与行政诉讼法、刑法学、刑事诉讼法、民法学、民诉讼诉法、国际法、法律职业伦理、经济法、商法、知识产权法、国际私法、国际经济法、环境资源法、劳动与社会保障法、证据法、财税法学
2021,法学院,103,法学（卓越法律人才计划涉外实验班）,主修,法学（卓越法律人才计划涉外实验班）培养方案,8728,159,325,165,5448,本科（四年制）,法学,法理学、中国法律史、宪法、行政法与行政诉讼法、刑法学、刑事诉讼法、民法学、民诉讼诉法、国际法、法律职业伦理、经济法、商法、知识产权法、国际私法、国际经济法、环境资源法、劳动与社会保障法、证据法、财税法学
2021,文学与新闻学院,104,中国语言文学类,主修,中国语言文学类培养方案,8998,32,76,154,1300,本科（四年制）,文学,
2021,文学与新闻学院,104,汉语言文学,主修,汉语言文学培养方案,9068,82,204,154,3508,本科（四年制）,文学,中华文化、中国古代文学、中国现代文学、中国当代文学、外国文学、比较文学、古代汉语、现代汉语、文学理论、美学、语言学概论、写作理论与实践、文化人类学、影视艺术概论、传播学概论
2021,文学与新闻学院,104,汉语言文学（基地班）,主修,汉语言文学（基地班）培养方案,9007,91,221,156,3716,本科（四年制）,文学,中华文化、中国古代文学、中国现代文学、中国当代文学、外国文学、比较文学、古代汉语、现代汉语、文学理论、美学、语言学概论、写作理论与实践、文化人类学、古典文献学、文化原典导读、影视艺术概论、传播学概论
2021,文学与新闻学院,104,汉语言文学（古文字方向）（强基计划）,主修,汉语言文学（古文字方向）（强基计划）培养方案,9019,89,220,152,3764,本科（四年制）,文学,
2021,文学与新闻学院,104,汉语言文学（拔尖计划）,主修,汉语言文学（拔尖计划）培养方案,9133,89,220,164,3764,本科（四年制）,文学,
2021,文学与新闻学院,104,汉语国际教育,主修,汉语国际教育培养方案,9097,81,201,154,3396,本科（四年制）,文学,中华文化、古代汉语、现代汉语、文学理论、比较文学、对外汉语教学概论、中国古代文学、中国现代文学、中国当代文学、中国文化概论、外国文化概论、英语听说、英语写作、外国文学、文化原典导读
2021,文学与新闻学院,104,新闻传播学类,主修,新闻传播学类培养方案,9006,35,75,160,1348,本科（四年制）,文学,
2021,文学与新闻学院,104,新闻学,主修,新闻学培养方案,9087,73,162,146,2840,本科（四年制）,文学,新闻学概论、马克思主义新闻观理论与实践、深度报道研讨、新闻编辑、新闻采访、新闻评论、新闻摄影、新闻写作、新媒体概论、新闻出版法律法规、新闻传播技术基础、中国新闻传播史、外国新闻传播史、媒介批评、媒体产业经营、中国当代新闻、国情教育
2021,文学与新闻学院,104,广告学,主修,广告学培养方案,8952,71,174,165,3028,本科（四年制）,文学,广告美术基础、广告策划、广告摄影、广告市场调查、广告文案、广告营销学、广告与设计史、品牌营销、平面广告设计、数字广告设计、国情教育
2021,文学与新闻学院,104,网络与新媒体,主修,网络与新媒体培养方案,8964,76,185,170,3156,本科（四年制）,,新媒体概论、新媒体艺术、新媒体与中国传统文化艺术、用户调研与数据分析、网络社会心理学、传播效果理论基础、网络与新媒体信息采编、新媒体产业经济、数字媒体编程基础、Web软件开发技术、网络与新媒体产品策划、文化产业与新媒体应用、移动媒体软件开发、全媒体整合传播、新闻学概论、传播学概论、国情教育
2021,外国语学院,105,英语,主修,英语培养方案,8980,111,238,150,4090,本科（四年制）,文学,
2021,外国语学院,105,英语（双学位）,辅修,英语（双学位）培养方案,9057,0,0,62,0,双学位（二年半制）,,
2021,外国语学院,105,俄语,主修,俄语培养方案,8981,80,190,150,3380,本科（四年制）,文学,基础俄语、俄语视听、俄语精读、俄译汉、汉译俄、俄苏文学史、俄罗斯国情、俄语写作、现代俄语理论、第二外语
2021,外国语学院,105,法语,主修,法语培养方案,9116,75,174,150,3028,本科（四年制）,文学,外国语文导论、综合法语、法语听力、法语会话、法语写作、法语国家文学、法汉笔译、法汉口译、第二外国语
2021,外国语学院,105,西班牙语,主修,西班牙语培养方案,8989,74,165,150,3156,本科（四年制）,文学,1、通识教育：包括公共基础课（思想政治课、计算机、体育等）和通识模块课程（中华文化等）。2、专业核心课程专业核心课程分为外语技能课程和专业知识课程。外语技能课程包括听、说、读、写、译等方面的课程，主要有初级西班牙语、中级西班牙语、高级西班牙语、西班牙语口语、西班牙语听力、西班牙语阅读、西班牙语报刊选读、西班牙语基础写作、笔译理论与实践、口译理论与实践。专业知识课程包括语言、文学与文化的基础课程，以及论文写作与基本研究方法课程，主要有西班牙语语法、西班牙国家概况、拉丁美洲国家概况、西班牙文学、拉美文学、西班牙语学术写作等。3、实践与创新教育阶段：包括毕业论文、国际周、校外专家授课、专业实习、课外实践活动、社会实践活动、国际交流等。
2021,外国语学院,105,日语,主修,日语培养方案,9130,74,172,150,2996,本科（四年制）,文学,基础日语、日语视听、日语会话、日语写作、日本文化、日本文学史、日汉对译、商务日语、第二外语
2021,外国语学院,105,波兰语（经济方向）,主修,波兰语（经济方向）培养方案,9193,60,164,170,2968,本科（四年制）,文学,
2021,外国语学院,105,波兰语（国际关系方向）,主修,波兰语（国际关系方向）培养方案,9194,64,168,150,2900,本科（四年制）,文学,
2021,历史文化学院（旅游学院、考古文博学院）,106,历史学类,主修,历史学类培养方案,9131,32,70,160,1208,本科（四年制）,历史学,
2021,历史文化学院（旅游学院、考古文博学院）,106,历史学（基地班）,主修,历史学（基地班）培养方案,9053,145,308,160,5118,本科（四年制）,历史学,中国通史、世界通史、史学概论、中国历史要籍介绍及选读、外国历史要籍介绍及选读、中国史学史、西方史学史
2021,历史文化学院（旅游学院、考古文博学院）,106,历史学,主修,历史学培养方案,8990,129,276,160,4670,本科（四年制）,历史学,中国通史、世界通史、史学概论、中国历史要籍介绍及选读、外国历史要籍介绍及选读、中国史学史、西方史学史
2021,历史文化学院（旅游学院、考古文博学院）,106,历史学（强基计划）,主修,历史学（强基计划）培养方案,9022,152,361,165,6030,本科（四年制）,,
2021,历史文化学院（旅游学院、考古文博学院）,106,历史学（拔尖计划）,主修,历史学（拔尖计划）培养方案,9134,141,315,165,5294,本科（四年制）,历史学,
2021,历史文化学院（旅游学院、考古文博学院）,106,考古学,主修,考古学培养方案,8999,73,168,160,2868,本科（四年制）,历史学,考古学导论、考古学与文明史、中国考古学1、中国考古学2、中国考古学3、中国考古学4、考古技术、田野考古概论、考古目录学、考古学史、文物保护概论、文化遗产概论、博物馆学概论
2021,历史文化学院（旅游学院、考古文博学院）,106,文物与博物馆学,主修,文物与博物馆学培养方案,9000,77,181,160,3076,本科（四年制）,历史学,考古学导论、考古学与文明史、文物保护概论、文化遗产概论、中国考古学、博物馆学概论、博物馆藏品保护管理、博物馆展陈、博物馆营销、中国古代美术史
2021,历史文化学院（旅游学院、考古文博学院）,106,历史学类（强基计划）,主修,历史学类（强基计划）培养方案,9090,32,71,160,1288,本科（四年制）,,
2021,历史文化学院（旅游学院、考古文博学院）,106,旅游管理,主修,旅游管理培养方案,9001,96,202,160,3476,本科（四年制）,管理学,饭店管理、商务统计学、项目管理（全英文）、消费者行为学、会计学、产业经济学、财务管理、旅游市场营销、旅游规划与资源开发、旅游与休闲研究方法、旅游心理学、导游学、旅游文化学（全英文）、旅行社经营管理、旅游与酒店商务沟通（全英文）
2021,历史文化学院（旅游学院、考古文博学院）,106,会展经济与管理,主修,会展经济与管理培养方案,9002,88,181,160,3140,本科（四年制）,管理学,管理学原理、微观经济学、宏观经济学、产业经济学、市场营销学、消费者行为学、商务统计学、项目管理、会展概论、会议需求与策划、展览策划与组织、节庆活动策划与管理、企业参展原理
2021,历史文化学院（旅游学院、考古文博学院）,106,旅游管理类,主修,旅游管理类培养方案,9132,33,68,160,1236,本科（四年制）,管理学,
2021,马克思主义学院,107,马克思主义理论,主修,马克思主义理论培养方案,8991,67,161,160,2820,本科（四年制）,,
2021,国际关系学院,108,国际政治,主修,国际政治培养方案,9100,88,189,160,3204,本科（四年制）,法学,政治学原理、国际政治概论、国际关系概论、国际关系史、西方政治思想史、中国政府与政治、外交学、国际政治研究方法、西方国际关系理论、比较政治学、国际法（公法）、国际政治经济学、美国政治与外交、“一带一路”与全球治理专题研究
2021,哲学系,109,哲学,主修,哲学培养方案,8715,78,174,160,3031,本科（四年制）,,
2021,哲学系,109,哲学（拔尖计划）,主修,哲学（拔尖计划）培养方案,9034,76,166,164,2899,本科（四年制）,,
2021,哲学系,109,哲学（强基计划）,主修,哲学（强基计划）培养方案,9021,76,166,164,2899,本科（四年制）,哲学,
2021,数学学院,201,数学类,主修,数学类培养方案,9008,42,109,158,2068,本科（四年制）,理学,数学分析（I、II、III）、高等代数（I、II）、解析几何、近世代数基础、常微分方程、概率论、实变函数、复变函数、理论力学、泛函分析、抽象代数、偏微分方程、微分几何、数学建模与实验、初等数论、一般拓扑学、数理统计、科学计算、代数拓扑初步、微分流形、理论力学、代数几何基础
2021,数学学院,201,数学与应用数学（基础方向）,主修,数学与应用数学（基础方向）培养方案,9054,80,209,158,3752,本科（四年制）,理学,"（1）	必修课程（共11门课程）：数学分析（I、II、III）、高等代数（I、II）、解析几何、数论与代数基础、常微分方程、概率论、实变函数、复变函数、数学建模与实验，一般拓扑学、泛函分析（2）	限选课程（以下课程8门课程中选6门）：偏微分方程、抽象代数、数理统计、科学计算、代数拓扑、无穷维分析、微分方程定性理论、微分几何与拓扑（3）	限选大学物理（理工）III-1，2."
2021,数学学院,201,数学与应用数学（金融方向）,主修,数学与应用数学（金融方向）培养方案,9044,71,183,158,3384,本科（四年制）,理学,"必修课程（共13门课程）：数学分析（I、II、III）、高等代数（I、II）、解析几何、数论与代数基础、常微分方程、概率论、实变函数、复变函数、数学建模与实验、一般拓扑学、数理统计、金融数学引论、投资分析与风险管理(2)限选（以下6门课程中选4门）：、泛函分析、偏微分方程、科学计算、随机过程、期权期货与衍生证券、精算学(3)限选大学物理（理工）III-1、2."
2021,数学学院,201,数学与应用数学（强基计划）,主修,数学与应用数学（强基计划）培养方案,8717,70,183,158,3320,本科（四年制）,,
2021,数学学院,201,数学与应用数学（拔尖计划）,主修,数学与应用数学（拔尖计划）培养方案,9135,89,245,158,4360,本科（四年制）,理学,
2021,数学学院,201,信息与计算科学,主修,信息与计算科学培养方案,8988,69,179,158,3304,本科（四年制）,理学,"（1）	必修课程（共13门课程）：数学分析（I、II、III）、高等代数（I、II）、解析几何、数论与代数基础、常微分方程、概率论、实变函数、复变函数、数学建模与实验、一般拓扑学、泛函分析、数值分析、微分方程数值解（I）（2）	限选（以下6门课程选4门）：偏微分方程、数理统计、数值最优化、微分方程数值解（II）、数值实验、数字信号处理（3）	限选大学物理（理工）III-1、2"
2021,数学学院,201,数学（基地班）,主修,数学（基地班）培养方案,9009,80,209,158,3752,本科（四年制）,理学,"（1）	必修课程（共11门课程）：数学分析（I、II、III）、高等代数（I、II）、解析几何、数论与代数基础、常微分方程、概率论、实变函数、复变函数、一般拓扑学、泛函分析、数学建模与实验（2）	限选课程（以下课程8门课程中选6门）：偏微分方程、抽象代数、数理统计、科学计算、代数拓扑、无穷维分析、微分方程定性理论、微分几何与拓扑（3）	限选大学物理（理工）III-1，2."
2021,数学学院,201,统计学（数据科学与大数据技术方向）,主修,统计学（数据科学与大数据方向）培养方案,9074,60,133,158,2456,本科（四年制）,理学,"（1）	必修课程（共13门课程）：数学分析（I、II、III）、高等代数（I、II）、解析几何、数论与代数基础、常微分方程、概率论、实变函数、复变函数、数学建模与实验、一般拓扑学、数理统计、数据科学导论、多元统计分析(含统计软件)（2）	限选（以下7门课程中选4门）：数据挖掘、机器学习、数值最优化、时间序列分析、统计计算、统计建模、数值分析（3）	限选大学物理（理工）III-1、2"
2021,数学学院,201,统计学,主修,统计学培养方案,9064,73,191,158,3480,本科（四年制）,理学,"（1）	必修课程（共16门课程）：数学分析（I、II、III）、高等代数（I、II）、解析几何、数论与代数基础、常微分方程、概率论、实变函数、复变函数、数学建模与实验、一般拓扑学、数理统计、回归分析、多元统计分析（含统计软件）、随机过程、时间序列分析，统计计算（2）	限选（以下4门课程中选1门）：泛函分析、统计建模、生存分析、试验设计（3）	限选大学物理（理工）III-1、2"
2021,物理学院,202,物理学（基地班）,主修,物理学（基地班）培养方案,9046,80,202,155,3808,本科（四年制）,理学,线性代数、微积分、概率统计、数学物理方法、力学、热学、电磁学、光学、原子物理学、理论力学、电动力学、热力学和统计物理学、量子力学、固体物理学、大学物理实验、近代物理实验、物理学专业实验等。
2021,物理学院,202,物理学,主修,物理学培养方案,9079,80,194,155,3696,本科（四年制）,理学,线性代数、微积分、概率统计、数学物理方法、力学、热学、电磁学、光学、原子物理学、理论力学、电动力学、热力学和统计物理学、量子力学、固体物理学、大学物理实验、近代物理实验、物理学专业实验等。
2021,物理学院,202,物理学类,主修,物理学类培养方案,9091,53,122,155,2328,本科（四年制）,理学,线性代数、微积分、概率统计、数学物理方法、力学、热学、电磁学、光学、原子物理学、理论力学、电动力学、热力学与统计物理学、量子力学、固体物理学、大学物理实验、近代物理实验、物理学专业实验等。
2021,物理学院,202,物理学（强基计划）,主修,物理学（强基计划）培养方案,8718,82,205,160,3904,本科（四年制）,,
2021,物理学院,202,物理学（拔尖计划）,主修,物理学（拔尖计划）培养方案,9136,82,205,160,3904,本科（四年制）,理学,
2021,物理学院,202,核工程与核技术,主修,核工程与核技术培养方案,9024,95,245,172,4452,本科（四年制）,工学,原子核物理基础、辐射探测与测量、辐射剂量与防护、核电子学、工程流体力学、传热学、核反应堆物理、核电站工程导论、加速器原理及应用、核分析技术、核化学与放射化学、核与辐射认知实验、辐射探测实验、辐射剂量与防护实验。
2021,物理学院,202,微电子科学与工程,主修,微电子科学与工程培养方案,9045,85,219,170,4020,本科（四年制）,工学,数理基础、电路理论/技术基础、半导体物理学、微电子器件原理、半导体材料及IC工艺原理、集成电路原理、IC设计基础、模拟/数字集成电路设计等。此外，还开设模拟芯片项目工程、微电子工艺与器件模拟、微电子器件测试与分析、微电子技术前沿和集成电路设计前沿等选修课，以及各种设计和研究训练课题。
2021,化学学院,203,化学（基地班）,主修,化学（基地班）培养方案,9129,97,215,165,4096,本科（四年制）,理学,无机化学、分析化学（含仪器分析）、有机化学、物理化学（含结构化学）、高分子科学导论、绿色化学、合成化学及化学信息学。
2021,化学学院,203,化学,主修,化学培养方案,8961,102,228,162,4288,本科（四年制）,理学,无机化学、分析化学（含仪器分析）、有机化学、物理化学（含结构化学）、高分子科学导论、绿色化学、合成化学及化学信息学。
2021,化学学院,203,化学类,主修,化学类培养方案,9125,52,111,160,2188,本科（四年制）,理学,无机化学、分析化学、有机化学、物理化学(含结构化学)、高分子科学导论、绿色化学、生物化学及化工基础。
2021,化学学院,203,化学（强基计划）,主修,化学（强基计划）培养计划,8719,97,215,163,4100,本科（四年制）,,
2021,化学学院,203,化学（拔尖计划）,主修,化学（拔尖计划）培养方案,9138,99,220,162,4180,本科（四年制）,理学,
2021,化学学院,203,应用化学,主修,应用化学培养方案,9084,103,229,162,4306,本科（四年制）,理学,无机化学、分析化学（含仪器分析）、有机化学、物理化学（含结构化学）、高分子科学导论、绿色化学、放射化学及化学能源与材料。
2021,生命科学学院,204,生物科学类,主修,生物科学类培养方案,9117,34,73,78,1428,本科（四年制）,理学,普通生物学、生物化学、细胞生物学、遗传学、微生物学，分子生物学、发育生物学，结构生物学、进化生物学、干细胞生物学等。
2021,生命科学学院,204,生物科学,主修,生物科学培养方案,9065,96,226,165,4276,本科（四年制）,理学,植物生物学、动物生物学、生物化学、微生物学、分子生物学、细胞生物学、遗传学、基础生态学、生物科学综合实验
2021,生命科学学院,204,生物科学（基地班）,主修,生物科学（基地班）培养方案,9010,97,227,165,4292,本科（四年制）,理学,植物生物学、动物生物学、生物化学、微生物学、分子生物学、细胞生物学、遗传学、基础生态学、生物科学综合实验
2021,生命科学学院,204,生物科学（强基计划）,主修,生物科学（强基计划）培养计划,8720,83,191,165,3624,本科（四年制）,,
2021,生命科学学院,204,生物科学（拔尖计划）,主修,生物科学（拔尖计划）培养方案,9139,80,187,165,3544,本科（四年制）,理学,
2021,生命科学学院,204,计算生物学双学士学位,主修,计算生物学双学士学位培养方案,9030,100,256,196,4780,本科（四年制）,,
2021,生命科学学院,204,生态学,主修,生态学培养方案,9080,87,196,165,3852,本科（四年制）,理学,生态学、动物种群生态学、植被生态学、全球变化生态学、动物系统分类、植物系统分类、进化生物学、地理信息系统、生物统计学、分子生态学、保护生物学
2021,电子信息学院,205,电子信息工程,主修,电子信息工程培养方案,9020,99,225,172,4368,本科（四年制）,工学,数字电路设计及应用、信号与系统、模拟电子技术、电路理论、电磁场与电磁波、微机原理与接口技术、微波技术基础、嵌入式系统课程设计、随机信号分析与仿真、射频通信电路、天线与电波传播、数字信号处理
2021,电子信息学院,205,电子信息工程（卓越工程师班）,主修,电子信息工程卓越班培养方案,9077,104,242,172,4704,本科（四年制）,,数字电路设计及应用、信号与系统、模拟电子技术、电路理论、电磁场与电磁波、微机原理与接口技术、现代通信技术、嵌入式系统课程设计、随机信号分析与仿真、微波技术基础、射频通信电路、天线与电波传播、数字信号处理。
2021,电子信息学院,205,通信工程,主修,通信工程培养方案,9011,96,218,172,4240,本科（四年制）,,计算机程序设计基础、电路理论、电磁场与电磁波、模拟电子技术、数字电路设计及应用、微机原理与接口技术、信号与系统、嵌入式系统课程设计、通信电子线路、数字信号处理、现代通信技术、光通信技术、移动通信技术、随机信号分析与仿真等。
2021,电子信息学院,205,通信工程（卓越工程师班）,主修,通信工程（卓越工程师班）培养方案,9062,106,247,172,4784,本科（四年制）,工学,计算机程序设计基础、电路理论、电磁场与电磁波、模拟电子技术、数字电路设计及应用、微机原理与接口技术、信号与系统、嵌入式系统课程设计、通信电子线路、数字信号处理、现代通信技术、光通信技术、移动通信技术等。
2021,电子信息学院,205,光电信息科学与工程,主修,光电信息科学与工程培养方案,9063,97,215,172,4202,本科（四年制）,工学,模拟电子技术、数字电路设计及应用、信号与系统、电路理论、微机原理与接口技术、电动力学、物理光学、应用光学、光电器件及检测技术、激光原理及技术、光信息处理、薄膜光学与技术、光电精密仪器课程设计等。
2021,电子信息学院,205,电子信息类,主修,电子信息类培养方案,9066,32,66,64,1376,本科（四年制）,工学,
2021,高分子科学与工程学院,300,高分子材料与工程,主修,高分子材料与工程培养方案,9013,127,279,175,5160,本科（四年制）,,近代化学基础、高分子化学、高分子物理、材料科学与工程基础、化工原理、聚合物合成原理及工艺学、高分子材料成型加工基础、高分子材料及应用、聚合物共混改性原理、聚合物过程与设备、高分子材料成型模具
2021,高分子科学与工程学院,300,高分子材料与工程（卓越工程师班）,主修,高分子材料与工程（卓越工程师）培养方案,9078,93,210,175,4058,本科（四年制）,工学,近代化学基础、高分子化学、高分子物理、材料科学与工程基础、化工原理、聚合物合成原理及工艺学、高分子材料成型加工基础、高分子材料及应用、聚合物共混改性原理、聚合物过程与设备、高分子材料成型模具
2021,材料科学与工程学院,301,新能源材料与器件,主修,新能源材料与器件培养方案,9088,79,185,178,3484,本科（四年制）,工学,
2021,材料科学与工程学院,301,材料科学与工程,主修,材料科学与工程培养方案,8954,94,208,178,3842,本科（四年制）,工学,
2021,材料科学与工程学院,301,材料科学与工程（创新班）,主修,材料科学与工程（创新班）培养方案,9409,94,208,178,3844,本科（四年制）,工学,
2021,材料科学与工程学院,301,材料类,主修,材料类培养方案,8953,32,68,175,1298,本科（四年制）,工学,
2021,机械工程学院,302,工科试验班（机械及其自动化）,主修,工科试验班（机械工程及其自动化类）培养方案,9037,27,62,170,1276,本科（四年制）,,
2021,机械工程学院,302,机械设计制造及其自动化,主修,机械设计制造及其自动化培养方案,9103,101,219,174,3992,本科（四年制）,工学,理论力学、材料力学、电工技术基础、机械制图、机械原理、机械设计、机械制造基础、公差配合与技术测量、微机原理及接口技术、控制工程基础、机械制造工程学、液气压传动与控制、工业企业管理
2021,机械工程学院,302,机械设计制造及其自动化（卓越工程师班）,主修,机械设计制造及其自动化（卓越工程师）培养方案,9104,97,220,170,4036,本科（四年制）,工学,理论力学、材料力学、电工技术基础、机械制图、机械原理、机械设计、机械制造基础、公差配合与技术测量、微机原理及接口技术、控制工程基础、机械制造工程学、液气压传动与控制、工业企业管理
2021,机械工程学院,302,材料成型及控制工程,主修,材料成型及控制工程培养方案,8950,85,191,175,3596,本科（四年制）,工学,理论力学、材料力学、机械设计基础、材料科学基础、传热与传质、工程材料学（双语）、材料分析方法、材料成型过程控制、铸造成形工艺、冲压成形工艺及模具设计、粉末冶金原理、铸造合金及熔炼、铸件形成理论（双语）、粉末冶金工艺及设备
2021,机械工程学院,302,材料成型及控制工程（卓越工程师班）,主修,材料成型及控制工程（卓越工程师）培养方案,8951,84,192,175,3622,本科（四年制）,工学,理论力学、材料力学、机械设计基础、材料科学基础、传热与传质、工程材料学（双语）、材料分析方法、材料成型过程控制、铸造成形工艺、冲压成形工艺及模具设计、粉末冶金原理、铸造合金及熔炼、铸件形成理论（双语）、粉末冶金工艺及设备
2021,机械工程学院,302,测控技术与仪器,主修,测控技术与仪器培养方案,8987,83,194,175,3552,本科（四年制）,,工程光学基础、自动控制原理、公差配合与技术测量、测控电路、传感器、单片机原理及应用、精密机械设计、测试技术、智能仪器原理及应用、误差理论与数据处理、测控仪器设计、信号分析与处理
2021,电气工程学院,303,电气工程及其自动化,主修,电气工程及其自动化培养方案,9081,89,199,170,3748,本科（四年制）,工学,电路原理、自动控制原理、模拟电子技术基础、数字电子技术基础、电磁场、信号与系统、微机原理与接口技术、电机学、电力系统分析理论、电力电子技术、发电厂电气部分、高电压技术、电力系统继电保护原理、电力市场理论、调度自动化及信息管理系统、电力系统安控与自动装置
2021,电气工程学院,303,电气工程及其自动化（卓越工程师班）,主修,电气工程及其自动化（卓越工程师）培养方案,9003,87,194,170,3584,本科（四年制）,工学,电路原理、自动控制原理、模拟电子技术基础、数字电子技术基础、电磁场、信号与系统、微机原理与接口技术、电机学、电力系统分析理论、电力电子技术、发电厂电气部分、高电压技术、电力系统继电保护原理、电力市场理论、调度自动化及信息管理系统、电力系统安控与自动装置
2021,电气工程学院,303,电气工程及其自动化（国际合作）,主修,电气工程及其自动化（国际合作）培养方案,8939,31,107,170,1956,本科（四年制）,,
2021,电气工程学院,303,自动化,主修,自动化培养方案,8992,96,201.5,170,4106,本科（四年制）,工学,计算机基础及C语言程序设计，数据结构与算法，运筹学与最优化，模拟电子技术基础，数字电子技术基础，微机原理与接口技术，计算机网络与通信，信号与系统，电力电子技术，电机及电力拖动基础，自动控制原理，控制系统建模、分析、设计与仿真，计算机控制技术，过程控制及仪表，运动控制系统
2021,电气工程学院,303,电气类,主修,电气类培养方案,9152,52,102.5,170,2012,本科（四年制）,工学,
2021,电气工程学院,303,自动化（卓越工程师班）,主修,自动化（卓越工程师）培养方案,8966,95,198.5,170,3974,本科（四年制）,工学,计算机基础及C语言程序设计，数据结构与算法，运筹学与最优化，模拟电子技术基础，数字电子技术基础，微机原理与接口技术，计算机网络与通信，信号与系统，电力电子技术，电机及电力拖动基础，自动控制原理，控制系统建模、分析、设计与仿真，计算机控制技术，过程控制及仪表，运动控制系统
2021,计算机学院,304,计算机科学与技术,主修,计算机科学与技术培养方案,9012,123,250,174,4472,本科（四年制）,工学,
2021,计算机学院,304,物联网工程,主修,物联网工程培养方案,8965,113,240,174,4315,本科（四年制）,工学,
2021,计算机学院,304,人工智能,主修,人工智能培养方案,8978,90,193,162,3540,本科（四年制）,工学,
2021,计算机学院,304,计算机类,主修,计算机类培养方案,8994,32,64,41,1248,本科（四年制）,工学,
2021,计算机学院,304,计算机科学与技术（卓越工程师班）,主修,计算机科学与技术（卓越工程师）培养方案,8967,109,228,53,4136,本科（四年制）,工学,
2021,计算机学院,304,计算金融交叉试验班,主修,计算金融（方向）培养方案,9073,138,301,195,5296,本科（四年制）,,
2021,计算机学院,304,计算机科学与技术（拔尖计划）,主修,计算机科学与技术（拔尖计划）培养方案,9140,98,202,157,3680,本科（四年制）,,
2021,建筑与环境学院,305,工程力学（力学-软件工程跨学科交叉专业实验班）,主修,工程力学（力学-软件工程跨学科交叉专业实验班）培养方案,8723,85,223,175,3960,本科（四年制）,工学,理论力学、材料力学、流体力学、实验力学、计算力学、弹性力学、断裂力学、生物医学工程基础、力学通用软件及应用、程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、操作系统和系统编程、软件工程导论、计算机网络和分布式系统、软件需求分析等17门课程。
2021,建筑与环境学院,305,工程力学（强基计划）,主修,工程力学（强基计划）培养方案,8721,90,218,164,3972,本科（四年制）,,
2021,建筑与环境学院,305,工程力学（拔尖计划）,主修,工程力学（拔尖计划）培养方案,9370,86,205,164,3668,本科（四年制）,工学,专业教育课程又包括学科基础课程、专业核心课和学术前沿培养三部分，主要介绍力学发展历史、学科前沿和发展趋势，培养力学基础知识和基本理论、力学实验的基本技能，提升力学知识和理论、力学实验先进技术水平。骨干课程包括微积分、线性代数、概率统计、理论力学、材料力学、弹性力学、大学物理、实验力学、计算力学、断裂力学、连续介质力学、数理方法等课程。跨学科教育课程包括非本学科专业类力学相关课程和非本学科专业类其他专业课程，主要学习力学在高端工业软件、先进制造、航空航天、国防安全、新型材料、智能科技、能源动力和深地工程领域的应用，培养科研实践的学科交叉知识体系基础。实践教育在结合学术科研创新环节培养工程实践能力，分析问题能力、设计/开发能力。
2021,建筑与环境学院,305,建筑学,主修,建筑学培养方案,9018,101,260,224,4521,本科（五年制）,工学,建筑设计基础、建筑设计系列课、建筑设计原理、中国建筑史、外国建筑史、建筑构造、建筑物理、建筑结构、建筑结构选型。
2021,建筑与环境学院,305,土木工程,主修,土木工程培养方案,9128,143,317,170,5735,本科（四年制）,工学,理论力学、材料力学、结构力学、混凝土结构设计原理、钢结构设计原理、建筑结构设计、桥梁工程。
2021,建筑与环境学院,305,环境工程,主修,环境工程培养方案,8724,98,208,176,3735,本科（四年制）,工学,高等数学、外语、物理、计算机技术及绘图、近代化学基础、工程力学、测量学、工程制图、环境工程设计基础、工程流体力学、电工学、环境工程微生物学等基础课程，水污染控制工程、大气污染控制工程、固体废物处理与处置、物理性污染控制、环境监测、环境规划与评价、排水工程、环境工程设计、环境工程施工技术等专业课程。
2021,建筑与环境学院,305,工程力学,主修,工程力学培养方案,9111,95,227,170,4052,本科（四年制）,工学,连续介质力学、流体力学、弹性力学、计算力学、振动力学、实验力学、塑性力学、结构力学、专业英语、力学中的数值方法
